TEN,NP,NOC,HHT,LNGI,ELEP,VEH,HINCP,RNTP,PUMA,COST_BURDALL,RMSP
Rented,5,3.0,Married couple household,1.0,80.0,2.0,58000.0,970.0,Mecklenburg County (South)--Matthews Town (South),0.0,3
Rented,2,0.0,"Other family household: Male householder, no spouse present",1.0,100.0,2.0,76000.0,1100.0,Charlotte City (Southwest),0.0,5
Rented,2,0.0,Married couple household,1.0,140.0,2.0,75300.0,1500.0,Charlotte City (South),0.0,4
Rented,4,2.0,Married couple household,1.0,140.0,2.0,153400.0,2800.0,Charlotte City (South),0.0,9
Rented,3,0.0,Nonfamily household: Male householder: Not living alone,1.0,110.0,3.0,73500.0,1100.0,Charlotte City (Northeast),0.0,7
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,64000.0,1000.0,Charlotte City (Northeast),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,40.0,1.0,0.0,1100.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,100000.0,1300.0,Charlotte City (South),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,44600.0,880.0,Charlotte City (Northwest),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,38000.0,910.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,4
Rented,5,2.0,"Other family household: Female householder, no spouse present",1.0,240.0,2.0,53200.0,1100.0,Charlotte City (Central),1.0,5
Rented,2,0.0,Married couple household,2.0,150.0,2.0,58000.0,850.0,Mecklenburg County (South)--Matthews Town (South),0.0,2
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,140.0,2.0,27200.0,1100.0,Charlotte City (Northwest),1.0,5
Rented,2,0.0,Married couple household,1.0,80.0,2.0,80000.0,720.0,Charlotte City (South),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,54000.0,1200.0,Charlotte City (Central),0.0,1
Rented,3,0.0,Married couple household,1.0,320.0,3.0,46100.0,1300.0,Charlotte City (Northeast),1.0,5
Rented,4,2.0,"Other family household: Female householder, no spouse present",1.0,90.0,2.0,60000.0,1000.0,Charlotte City (South),0.0,6
Rented,2,0.0,Married couple household,1.0,80.0,0.0,80000.0,1400.0,Charlotte City (Central),0.0,2
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,140.0,2.0,69000.0,930.0,Charlotte City (Central),0.0,5
Rented,5,3.0,Married couple household,1.0,300.0,1.0,48300.0,600.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,50000.0,800.0,Charlotte City (Northwest),0.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,1.0,20000.0,800.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,3
Rented,3,0.0,"Other family household: Female householder, no spouse present",1.0,70.0,3.0,139050.0,1500.0,Charlotte City (Central),0.0,5
Rented,2,0.0,Married couple household,1.0,100.0,2.0,50000.0,1400.0,Charlotte City (South),1.0,2
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,80.0,0.0,8000.0,620.0,Charlotte City (Northwest),1.0,4
Rented,2,0.0,Married couple household,1.0,190.0,2.0,148610.0,1900.0,Charlotte City (Southwest),0.0,5
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,90.0,1.0,18200.0,900.0,Charlotte City (Central),1.0,5
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,130.0,2.0,72000.0,1400.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,7
Rented,5,0.0,"Other family household: Female householder, no spouse present",1.0,100.0,3.0,64900.0,1800.0,Mecklenburg County (South)--Matthews Town (South),1.0,8
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,2.0,43000.0,1600.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,200.0,1.0,170000.0,1900.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,8
Rented,2,0.0,Married couple household,1.0,120.0,2.0,82000.0,1400.0,Charlotte City (Northeast),0.0,4
Rented,5,4.0,"Other family household: Female householder, no spouse present",1.0,100.0,1.0,40800.0,1100.0,Charlotte City (Northwest),1.0,5
Rented,4,2.0,Married couple household,1.0,80.0,2.0,110000.0,1800.0,Mecklenburg County (South)--Matthews Town (South),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,270.0,0.0,28000.0,600.0,Charlotte City (Northwest),1.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,2.0,55000.0,890.0,Charlotte City (Northeast),0.0,3
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,170.0,1.0,32000.0,750.0,Charlotte City (Northwest),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,76000.0,1100.0,Charlotte City (Central),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,49200.0,900.0,Charlotte City (Central),0.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,130.0,1.0,105000.0,810.0,Charlotte City (Central),0.0,4
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,100.0,1.0,95000.0,1100.0,Charlotte City (Central),0.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,0.0,27000.0,600.0,Charlotte City (Northwest),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,38000.0,940.0,Charlotte City (Southwest),1.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,8820.0,1000.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,3
Rented,5,3.0,Married couple household,1.0,140.0,2.0,22300.0,1600.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,9
Rented,5,2.0,Married couple household,1.0,130.0,1.0,45300.0,980.0,Charlotte City (Central),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,28700.0,1200.0,Charlotte City (Central),1.0,1
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,60.0,2.0,108400.0,860.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,110.0,1.0,22200.0,1600.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,4
Rented,5,4.0,"Other family household: Male householder, no spouse present",1.0,130.0,1.0,130000.0,2100.0,Charlotte City (South),0.0,8
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,140.0,1.0,23000.0,1100.0,Charlotte City (South),1.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,0.0,0.0,700.0,Charlotte City (Central),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,35000.0,920.0,Mecklenburg County (South)--Matthews Town (South),1.0,1
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,1.0,55000.0,1200.0,Charlotte City (Central),0.0,2
Rented,4,2.0,Married couple household,1.0,110.0,2.0,66000.0,1400.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,62000.0,980.0,Charlotte City (Northeast),0.0,2
Rented,3,1.0,Married couple household,1.0,80.0,1.0,113000.0,1100.0,Mecklenburg County (South)--Matthews Town (South),0.0,2
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,80.0,2.0,75500.0,1500.0,Charlotte City (South),0.0,7
Rented,2,0.0,Married couple household,2.0,30.0,1.0,26500.0,770.0,Charlotte City (Southwest),1.0,2
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,170.0,1.0,20600.0,1300.0,Charlotte City (Southwest),1.0,5
Rented,3,1.0,"Other family household: Male householder, no spouse present",1.0,180.0,0.0,25000.0,840.0,Charlotte City (Northwest),1.0,4
Rented,3,0.0,Married couple household,1.0,180.0,3.0,446500.0,850.0,Charlotte City (Southwest),0.0,6
Rented,4,3.0,"Other family household: Female householder, no spouse present",1.0,130.0,1.0,25000.0,1200.0,Charlotte City (Central),1.0,4
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,150.0,1.0,31000.0,930.0,Charlotte City (Central),1.0,4
Rented,2,0.0,"Other family household: Female householder, no spouse present",2.0,130.0,0.0,76500.0,860.0,Charlotte City (Northeast),0.0,4
Rented,2,1.0,"Other family household: Male householder, no spouse present",1.0,160.0,1.0,27000.0,1000.0,Charlotte City (Central),1.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,130.0,2.0,80000.0,1100.0,Charlotte City (Northwest),0.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,120.0,2.0,99000.0,1700.0,Charlotte City (Central),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,95000.0,1100.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,170.0,1.0,175000.0,1800.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,120.0,1.0,52000.0,830.0,Charlotte City (Central),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,70.0,1.0,20000.0,900.0,Charlotte City (South),1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,2.0,50.0,1.0,0.0,1200.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,150.0,1.0,41000.0,1300.0,Charlotte City (Central),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,1.0,90000.0,1400.0,Charlotte City (Southwest),0.0,1
Rented,3,0.0,Married couple household,1.0,190.0,3.0,85000.0,830.0,Charlotte City (Northwest),0.0,6
Rented,3,1.0,Married couple household,1.0,130.0,1.0,136000.0,1300.0,Charlotte City (Southwest),0.0,5
Rented,4,2.0,Married couple household,1.0,100.0,2.0,88800.0,1600.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,8
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,90.0,2.0,62000.0,1100.0,Charlotte City (Northeast),0.0,4
Rented,3,0.0,Nonfamily household: Male householder: Not living alone,1.0,120.0,1.0,218000.0,1100.0,Charlotte City (Southwest),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,90.0,0.0,8400.0,550.0,Charlotte City (Central),1.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,120.0,2.0,58600.0,2800.0,Charlotte City (South),1.0,4
Rented,7,1.0,Married couple household,1.0,210.0,3.0,35400.0,780.0,Charlotte City (Northwest),1.0,6
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,100.0,2.0,140000.0,1100.0,Charlotte City (Southwest),0.0,4
Rented,3,0.0,Married couple household,1.0,350.0,2.0,81000.0,1200.0,Charlotte City (Southwest),0.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,40000.0,800.0,Charlotte City (Southwest),0.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,80.0,2.0,65000.0,1200.0,Charlotte City (Southwest),0.0,6
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,70.0,1.0,41400.0,790.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",0.0,5
Rented,3,1.0,Married couple household,1.0,100.0,1.0,65000.0,980.0,Charlotte City (Northwest),0.0,6
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,40.0,1.0,30000.0,1100.0,Charlotte City (Central),1.0,1
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,10900.0,220.0,Charlotte City (Northeast),1.0,2
Rented,4,0.0,"Other family household: Female householder, no spouse present",1.0,110.0,2.0,51700.0,500.0,Charlotte City (Central),0.0,4
Rented,4,2.0,Married couple household,2.0,100.0,1.0,25900.0,1200.0,Charlotte City (South),1.0,4
Rented,2,0.0,"Other family household: Male householder, no spouse present",2.0,140.0,1.0,38000.0,500.0,Mecklenburg County (South)--Matthews Town (South),0.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,100.0,1.0,41600.0,550.0,Charlotte City (Northeast),0.0,4
Rented,3,0.0,Nonfamily household: Male householder: Not living alone,1.0,240.0,1.0,114200.0,950.0,Charlotte City (Central),0.0,5
Rented,3,1.0,"Other family household: Female householder, no spouse present",1.0,230.0,2.0,125000.0,300.0,Charlotte City (Southwest),0.0,4
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,80.0,1.0,39600.0,800.0,Charlotte City (Central),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,150.0,1.0,40000.0,1100.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,80.0,1.0,55000.0,1300.0,Charlotte City (Northeast),1.0,4
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,50.0,1.0,20.0,1000.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,50.0,1.0,24000.0,920.0,Charlotte City (Northeast),1.0,2
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,40.0,1.0,69000.0,970.0,Charlotte City (South),0.0,4
Rented,4,0.0,Nonfamily household: Male householder: Not living alone,2.0,150.0,2.0,22800.0,880.0,Charlotte City (Southwest),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,200.0,2.0,30000.0,1300.0,Charlotte City (Northwest),1.0,7
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,50.0,2.0,53000.0,890.0,Charlotte City (Southwest),0.0,2
Rented,3,2.0,"Other family household: Female householder, no spouse present",1.0,150.0,1.0,20000.0,1300.0,Charlotte City (Northeast),1.0,5
Rented,3,1.0,Married couple household,1.0,150.0,3.0,423700.0,2800.0,Charlotte City (South),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,60.0,1.0,1400.0,1600.0,Charlotte City (Southwest),1.0,5
Rented,4,2.0,"Other family household: Male householder, no spouse present",2.0,100.0,1.0,20000.0,750.0,Charlotte City (Southwest),1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,2.0,110.0,2.0,22000.0,1100.0,Charlotte City (Central),1.0,5
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,60.0,2.0,100000.0,1400.0,Charlotte City (Central),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,48000.0,780.0,Charlotte City (Northeast),0.0,4
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,60.0,1.0,15900.0,970.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,18000.0,380.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,4,2.0,Married couple household,1.0,180.0,2.0,215000.0,1400.0,Charlotte City (Northeast),0.0,10
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,4.0,21000.0,900.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,70.0,2.0,26000.0,630.0,Charlotte City (Northwest),1.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,140.0,1.0,35000.0,870.0,Charlotte City (Northwest),1.0,4
Rented,4,2.0,Married couple household,1.0,60.0,1.0,130010.0,1100.0,Charlotte City (Southwest),0.0,4
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,80.0,1.0,100000.0,1300.0,Charlotte City (South),0.0,4
Rented,2,0.0,Married couple household,1.0,70.0,1.0,100000.0,1100.0,Charlotte City (Southwest),0.0,2
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,100.0,3.0,80000.0,830.0,Charlotte City (Central),0.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,8200.0,1100.0,Charlotte City (Northwest),1.0,5
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,120.0,0.0,11000.0,130.0,Charlotte City (Central),0.0,4
Rented,2,1.0,"Other family household: Female householder, no spouse present",1.0,230.0,1.0,48000.0,1000.0,Charlotte City (Northwest),1.0,7
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,120.0,1.0,51000.0,990.0,Charlotte City (Northeast),0.0,2
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,250.0,1.0,50000.0,850.0,Charlotte City (Northwest),0.0,6
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,110.0,2.0,13000.0,730.0,Charlotte City (Northwest),1.0,4
Rented,2,0.0,Married couple household,1.0,200.0,1.0,39700.0,780.0,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1.0,2
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,70000.0,1300.0,Charlotte City (South),0.0,4
Rented,3,0.0,"Other family household: Male householder, no spouse present",1.0,120.0,3.0,87600.0,750.0,Charlotte City (Northeast),0.0,6
Rented,4,1.0,"Other family household: Female householder, no spouse present",1.0,70.0,2.0,12400.0,850.0,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",1.0,4
Rented,2,0.0,Nonfamily household: Female householder: Not living alone,1.0,60.0,2.0,0.0,1900.0,Charlotte City (Southwest),1.0,3
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,80.0,1.0,20000.0,810.0,Charlotte City (Southwest),1.0,3
Rented,1,0.0,Nonfamily household: Male householder: Living alone,1.0,150.0,1.0,43000.0,600.0,Charlotte City (Southwest),0.0,6
Rented,2,0.0,"Other family household: Female householder, no spouse present",1.0,70.0,0.0,32400.0,840.0,Charlotte City (Central),1.0,4
Rented,2,0.0,Nonfamily household: Male householder: Not living alone,1.0,110.0,1.0,36000.0,910.0,Charlotte City (Northeast),1.0,5
Rented,1,0.0,Nonfamily household: Female householder: Living alone,1.0,100.0,1.0,45000.0,1000.0,Charlotte City (Central),0.0,1
Rented,8,6.0,Married couple household,1.0,130.0,3.0,87500.0,1600.0,Mecklenburg County (South)--Matthews Town (South),0.0,9
